accuracy,precision,recall,f1_score,train_time_seconds,prediction_time_seconds,n_train_samples,n_test_samples
0.9919,0.9857791823029824,0.9982,0.9919507105237007,3.0860893726348877,0.10600566864013672,30000,10000
