,precision,recall,f1-score,support
0,0.885313959522574,0.8532133033258315,0.8689672736533809,3999.0
1,0.8034817542684968,0.844475721323012,0.8234688625836336,2842.0
accuracy,0.8495833942406081,0.8495833942406081,0.8495833942406081,0.8495833942406081
macro avg,0.8443978568955354,0.8488445123244217,0.8462180681185072,6841.0
weighted avg,0.8513178877008977,0.8495833942406081,0.8500655802956523,6841.0
