,precision,recall,f1-score,support
0,0.996248124062031,0.9959989997499374,0.9961235463298737,3999.0
1,0.9943721421034118,0.9947220267417312,0.9945470536499561,2842.0
accuracy,0.9954684987574915,0.9954684987574915,0.9954684987574915,0.9954684987574915
macro avg,0.9953101330827214,0.9953605132458343,0.9953352999899149,6841.0
weighted avg,0.9954687729837681,0.9954684987574915,0.9954686139813389,6841.0
