precision,recall,f1-score,support
0.49958915365653245,0.9956331877729258,0.6653291993434252,1832.0
0.3333333333333333,0.002184598580010923,0.004340748779164405,1831.0
0.49904449904449905,0.49904449904449905,0.49904449904449905,0.49904449904449905
0.41646124349493285,0.49890889317646836,0.3348349740612948,3663.0
0.41648393743710094,0.49904449904449905,0.3349251990750219,3663.0
