,precision,recall,f1-score,support
0,0.9977642276422765,0.9818,0.9897177419354838,5000.0
1,0.9820866141732284,0.9978,0.9898809523809524,5000.0
accuracy,0.9898,0.9898,0.9898,0.9898
macro avg,0.9899254209077524,0.9898,0.989799347158218,10000.0
weighted avg,0.9899254209077524,0.9898,0.989799347158218,10000.0
