,precision,recall,f1-score,support
0,0.9966338684619368,0.9624906226556639,0.9792647245897468,3999.0
1,0.9496475327291037,0.9954257565095004,0.9719979384985399,2842.0
accuracy,0.976173074111972,0.976173074111972,0.976173074111972,0.976173074111972
macro avg,0.9731407005955203,0.9789581895825821,0.9756313315441434,6841.0
weighted avg,0.977114037128402,0.976173074111972,0.9762458375745138,6841.0
