l2_norm,linf_norm
0.42694175765708925,0.10000002433776856
0.34742749712565163,0.09999996831512448
0.35320657772043085,0.09999989255523678
0.4383530049928631,0.10000005317306515
0.43920105563937417,0.10000000720214841
0.42071789680862476,0.10000000149011612
0.43525041170418033,0.10000002124023433
0.37493948664647553,0.0999999887371063
0.46844202474284935,0.10000002384185791
0.36506247981757306,0.09999992983818051
0.4504227306945092,0.10000001248550416
0.4294947840385336,0.10000002638244632
0.4453574836609922,0.10000002384185791
0.4418286509561171,0.10000005009460455
0.3580880491662221,0.09999991173553469
0.431677823679322,0.10000000416946409
0.3823279494985856,0.10000003209304809
0.4352823005775576,0.10000002384185791
0.4347747761243165,0.10000002384185791
0.42770459697679164,0.100000033657074
0.4389448968251384,0.10000002384185791
0.3319084810633759,0.09999974420213698
0.3453948595036722,0.09999997622060774
0.44646948143090015,0.10000004185485845
0.4180123339454128,0.10000002384185791
0.430469040233353,0.10000004724884026
0.4408861281262336,0.1000000477752685
0.4476277797477598,0.10000000149011612
0.4118699929818843,0.10000004592895506
0.344647633961604,0.09999999407386784
0.3870071348823109,0.0999999996380806
0.38221062599619154,0.10000000448417667
0.3513007225885373,0.09999992908477784
0.41174641279266244,0.1000000237827301
0.47921220575185425,0.10000003311157224
0.4323707694071558,0.10000004156112663
0.4292229073277906,0.10000002918243411
0.43409864217798233,0.10000000149011612
0.4138907949953436,0.10000000517320634
0.4313830151440966,0.10000005227661135
0.4235086237912895,0.1000000295715332
0.4668114420933448,0.10000005144500734
0.4579106369250565,0.10000001327133179
0.46391310882889353,0.1000000335273743
0.37220088338589474,0.09999999466514586
0.4286093991552211,0.10000002384185791
0.41787267706549625,0.10000002384185791
0.36852318407096707,0.10000002384185791
0.45453252944037453,0.10000000149011612
0.35408222367810543,0.10000002384185791
0.3635909576058487,0.09999984468030931
0.4216425277703117,0.10000003210067754
0.37242391488191795,0.09999997585487364
0.44953641667957844,0.10000000149011612
0.3728248690437884,0.10000003479003905
0.3751573076550425,0.10000000859308245
0.44198005952388403,0.10000003263473511
0.44462867122358435,0.10000000861501696
0.40394754210111,0.10000002785110473
0.4520424668541287,0.10000002384185791
0.44661216866270664,0.10000003744125363
0.3416247941812818,0.09999956480026245
0.4383017941479339,0.10000004267501827
0.4436016157308436,0.10000002384185791
0.4846983968472849,0.10000005064392092
0.44817625736744465,0.10000000846481316
0.3588519109214141,0.09999948705244066
0.34875904753338915,0.09999969566869737
0.3853595690614623,0.10000001005554204
0.4798764201764617,0.10000002384185791
0.43561147319177107,0.10000003008270264
0.44977356647981626,0.1000000168533326
0.3392872069277645,0.09999977052211761
0.4268517814494414,0.10000002384185791
0.4484193196046398,0.10000000149011612
0.44121019128275485,0.10000000149011612
0.3748508138107052,0.09999996382951737
0.43110551560807286,0.10000003208923336
0.3825797584906371,0.10000000274705889
0.3835359382053747,0.10000002337074276
0.43406936446192806,0.10000004793548589
0.44704960143666117,0.10000002653503426
0.43656776132854624,0.10000002384185791
0.4474720783909061,0.10000001351547239
0.41549225363992937,0.10000004892730718
0.41664961326383243,0.10000000149011612
0.42368732448254826,0.10000004677581786
0.4139663740115999,0.10000002290344234
0.43465969587183306,0.10000002891922
0.4064711457668412,0.10000000163793565
0.43257118612340256,0.10000000149011612
0.42636541069152417,0.10000002384185791
0.4363516186674523,0.10000004447555544
0.4299746204162226,0.10000004810714724
0.4338338021841162,0.10000002384185791
0.445291654438122,0.10000003429794313
0.3698849177684168,0.09999996423721313
0.4202151463336389,0.10000002384185791
0.36119419593327234,0.0999996360640526
0.3431502389546625,0.09999994622039798
0.33655233512092586,0.09999985306930537
0.4761362319654913,0.10000000602340697
0.4353924807758541,0.10000002384185791
0.44177784396337777,0.10000004953002928
0.34127314591035673,0.09999952979278559
0.44100747867898615,0.10000003417587278
0.47126044156535335,0.1000000518760682
0.4260314691466434,0.10000004344177249
0.46962694384188486,0.10000000149011612
0.3365335057401912,0.09999974880838391
0.38261485859450706,0.10000000149011612
0.4249431459932928,0.10000003084945686
0.45017391106257254,0.10000000149011612
0.4506469223307797,0.10000000833320621
0.438648014687741,0.10000002384185791
0.36296682235098515,0.09999993904495241
0.42726750960048515,0.10000004934310913
0.37407217356350714,0.1000000034065247
0.37398197265050376,0.10000003532409663
0.4355444827350786,0.10000005048751825
0.34550584569901943,0.09999980084609983
0.34113188186234666,0.09999995973968506
0.4724111852167673,0.1000000247344971
0.3726941085150983,0.0999998670320511
0.44758397896798446,0.10000000149011612
0.4305102556408424,0.10000002384185791
0.4343694859278208,0.10000002384185791
0.4350719137385615,0.1000000417671203
0.4471104485932295,0.10000001992034913
0.391024878835681,0.1000000088272095
0.43755995102853495,0.10000002894973758
0.45166321343016796,0.10000002388000495
0.4330972833563137,0.10000002384185791
0.4334421191649282,0.10000002384185791
0.43233122695955495,0.10000000395202635
0.33208249447257426,0.09999983516693112
0.4623220090589487,0.10000002384185791
0.36120955429171236,0.09999990442085266
0.4364543660872636,0.10000001201629638
0.4236196345033499,0.10000002384185791
0.4748102796560663,0.10000002384185791
0.4342339464413854,0.10000003718185424
0.4513707142544015,0.10000002384185791
0.374306488689342,0.09999982232856752
0.4370990521691733,0.10000003697586057
0.43287628796524436,0.10000002384185791
0.4459669067883903,0.10000002564239496
0.43096629429873784,0.10000002384185791
0.4460103110512843,0.10000003232955934
0.47381090637046386,0.10000002384185791
0.3740365185096646,0.100000032585144
0.3451046773020419,0.09999995112609861
0.3578601702911795,0.09999981068420405
0.44773421399105473,0.10000000149011612
0.4344354588428593,0.10000004782867433
0.4444690678739064,0.10000002384185791
0.43623211484201985,0.10000003867721552
0.35430270624925075,0.0999998893837929
0.4876960321596388,0.10000002384185791
0.3358086454746747,0.09999945706558222
0.3744376770637821,0.10000004322052003
0.4453278713263002,0.10000000149011612
0.42072963246157175,0.10000000149011612
0.355804667751657,0.09999991936111452
0.41575454307761606,0.10000004769897464
0.3689421844490288,0.10000000859308245
0.4552789506105812,0.10000005230712894
0.4521584149530398,0.10000000149011612
0.35640118899958834,0.09999959955978394
0.4357533827160114,0.10000003330230711
0.44270843629177303,0.10000000149011612
0.44798609617500673,0.10000004935836793
0.4588010609098139,0.10000002384185791
0.44397391210838005,0.10000002384185791
0.43147033363896997,0.10000001007080073
0.4621738073134792,0.1000000509338379
0.45538687540999384,0.10000001995468133
0.4329130149234264,0.10000005333328243
0.43896318956305475,0.10000004956054687
0.3612878077960669,0.09999992894601822
0.42534739102391383,0.10000003977584837
0.4323464176919116,0.10000001334381103
0.4450871892401394,0.10000004065322876
0.41069329498284873,0.10000001516342161
0.4245095641106487,0.10000002384185791
0.3773925365056472,0.09999989718198776
0.37273948531918516,0.10000005291748049
0.38089770861792543,0.10000000149011612
0.40535472665083716,0.100000049369812
0.4559942997892155,0.10000000149011612
0.3485320636624163,0.09999978507566454
0.3828008222595088,0.09999997168779373
0.430827035937424,0.10000002384185791
0.4265161903340579,0.10000005195999151
0.4313361154421025,0.10000002677917474
0.45048857765590866,0.10000002384185791
0.4465491738983879,0.10000001377105705
0.352831280056856,0.10000000859308245
0.43573994751815,0.10000002384185791
0.4263489854844046,0.10000004612731939
0.44196452609386006,0.10000002384185791
0.354203158342579,0.09999950940418245
0.32632688445006586,0.09999945078516004
0.3678796784247427,0.10000002565765387
0.48730210540610003,0.10000002384185791
0.43470461652882986,0.10000005053710936
