loss,accuracy,val_loss,val_accuracy
0.3617694079875946,0.9306787848472595,0.048502903431653976,0.9945429563522339
0.03196215257048607,0.9944633841514587,0.02730211801826954,0.9952251315116882
0.021876094862818718,0.9956010580062866,0.02152467891573906,0.9952251315116882
0.01796342432498932,0.9962836503982544,0.01653764210641384,0.9959072470664978
0.01571919023990631,0.9968145489692688,0.015193267725408077,0.9965893626213074
0.014853764325380325,0.9968904256820679,0.014006995595991611,0.9965893626213074
0.014373859390616417,0.9968904256820679,0.012319848872721195,0.9972714781761169
0.013652957044541836,0.9968904256820679,0.011956032365560532,0.9965893626213074
0.01305096410214901,0.9970421195030212,0.016135359182953835,0.9952251315116882
0.012862414121627808,0.9966628551483154,0.011319718323647976,0.9972714781761169
0.012345891445875168,0.9968904256820679,0.011010255664587021,0.9972714781761169
0.012189636938273907,0.9969662427902222,0.012309502810239792,0.9959072470664978
0.011970117688179016,0.9972696304321289,0.012957336381077766,0.9965893626213074
