,precision,recall,f1-score,support
0,0.9969871955812202,0.9929982495623906,0.9949887246304184,3999.0
1,0.9902029391182645,0.995777621393385,0.9929824561403509,2842.0
accuracy,0.9941529016225698,0.9941529016225698,0.9941529016225698,0.9941529016225698
macro avg,0.9935950673497423,0.9943879354778877,0.9939855903853847,6841.0
weighted avg,0.9941687689085525,0.9941529016225698,0.9941552477924164,6841.0
