loss,accuracy,val_loss,val_accuracy
0.3858679234981537,0.9382631778717041,0.06428073346614838,0.9945429563522339
0.03778529539704323,0.9942358732223511,0.028279293328523636,0.9945429563522339
0.023360829800367355,0.9951459765434265,0.021676385775208473,0.9952251315116882
0.018998688086867332,0.9959802627563477,0.017256613820791245,0.9952251315116882
0.016522111371159554,0.9963595271110535,0.015716785565018654,0.9959072470664978
0.015349255874752998,0.9968904256820679,0.014168638736009598,0.9965893626213074
0.01455299649387598,0.9968904256820679,0.01241349894553423,0.9972714781761169
0.013987438753247261,0.9969662427902222,0.011848955415189266,0.9972714781761169
0.013156612403690815,0.9970421195030212,0.01680499128997326,0.9945429563522339
0.01308306772261858,0.9968145489692688,0.011372796259820461,0.9965893626213074
0.012636672705411911,0.9969662427902222,0.011288871988654137,0.9972714781761169
0.012615700252354145,0.9969662427902222,0.012787030078470707,0.9959072470664978
0.01221925113350153,0.9972696304321289,0.014015641063451767,0.9952251315116882
