epoch,loss,accuracy,val_loss,val_accuracy
0,0.27442631125450134,0.8946296572685242,0.25343844294548035,0.906333327293396
1,0.2506866753101349,0.9070000052452087,0.24307256937026978,0.9076666831970215
2,0.24526280164718628,0.9097037315368652,0.25108686089515686,0.906333327293396
3,0.24091364443302155,0.9107407331466675,0.23521150648593903,0.9120000004768372
4,0.23878630995750427,0.912074089050293,0.23909816145896912,0.9096666574478149
5,0.23916548490524292,0.9116666913032532,0.24145133793354034,0.9089999794960022
6,0.23562349379062653,0.9129629731178284,1.1415659189224243,0.6006666421890259
7,0.23525486886501312,0.9135925769805908,0.23428496718406677,0.9126666784286499
8,0.23450146615505219,0.9138148427009583,0.23820272088050842,0.9113333225250244
9,0.23433154821395874,0.914555549621582,0.23728391528129578,0.9116666913032532
10,0.23339614272117615,0.9145925641059875,0.23629309237003326,0.9133333563804626
11,0.2316860854625702,0.9148518443107605,0.23547396063804626,0.9129999876022339
12,0.23309023678302765,0.9141851663589478,0.24332930147647858,0.9076666831970215
