,precision,recall,f1-score,support
0,0.951741935483871,0.9222305576394099,0.9367538735077471,3999.0
1,0.8951449763991909,0.934201266713582,0.9142561983471075,2842.0
accuracy,0.927203625200994,0.927203625200994,0.927203625200994,0.927203625200994
macro avg,0.923443455941531,0.9282159121764959,0.9255050359274273,6841.0
weighted avg,0.9282295019626517,0.927203625200994,0.9274075216868821,6841.0
