precision,recall,f1-score,support
0.5158460667798529,0.9950873362445415,0.67946328736489,1832.0
0.9302325581395349,0.0655379574003277,0.12244897959183673,1831.0
0.5304395304395304,0.5304395304395304,0.5304395304395304,0.5304395304395304
0.7230393124596939,0.5303126468224346,0.4009561334783634,3663.0
0.7229827486470595,0.5304395304395304,0.40103216600740693,3663.0
