precision,recall,f1-score,support
0.9978118161925602,0.9956331877729258,0.9967213114754099,1832.0
0.9956403269754769,0.997815401419989,0.9967266775777415,1831.0
0.9967239967239967,0.9967239967239967,0.9967239967239967,0.9967239967239967
0.9967260715840185,0.9967242945964574,0.9967239945265757,3663.0
0.9967263679925931,0.9967239967239967,0.9967239937941019,3663.0
