,precision,recall,f1-score,support
0,0.9931593615404104,0.9802450612653163,0.9866599546941857,3999.0
1,0.9727021423635107,0.9904996481351162,0.9815202231520224,2842.0
accuracy,0.98450518929981,0.98450518929981,0.98450518929981,0.98450518929981
macro avg,0.9829307519519606,0.9853723547002162,0.984090088923104,6841.0
weighted avg,0.9846606892847828,0.98450518929981,0.9845247234351843,6841.0
